,Close,High,Low,Open,Volume
2015-05-28,29.39772605895996,29.435649565163274,29.246032034146715,29.415573015518973,122933200
2015-05-29,29.06309700012207,29.32410230095591,28.978324825780795,29.275024032017086,203538000
2015-06-01,29.121091842651367,29.310712702773795,29.011783957320315,29.06309180969933,128451200
2015-06-02,28.991718292236328,29.147874904120354,28.84894604651967,28.969408745984822,134670400
2015-06-03,29.02740478515625,29.210333508028192,28.97832651335931,29.147870871915426,123934000
2015-06-04,28.857864379882812,29.13002447267988,28.757478241644847,28.906942652613985,153800400
2015-06-05,28.69947624206543,28.93148325289006,28.634784008714654,28.88909716029949,142507200
2015-06-08,28.509859085083008,28.824405288183716,28.293469433641413,28.75524706027214,210699200
2015-06-09,28.425086975097656,28.572321802981325,28.0235406937391,28.2644677817625,224301600
2015-06-10,28.75078773498535,28.853403471979494,28.521012017263367,28.53662767749891,156349200
2015-06-11,28.68608856201172,29.040787815926894,28.66154942724008,28.81770601035133,141563600
2015-06-12,28.36931610107422,28.628091842543252,28.355931735818686,28.596860522294136,147544800
2015-06-15,28.31354331970215,28.384929431838998,28.04361452999784,28.130616300977774,175955600
2015-06-16,28.465238571166992,28.52100902357993,28.19084889840366,28.33808200774466,125976400
2015-06-17,28.39832305908203,28.52770925166871,28.273396053096125,28.49201703708675,131672400
2015-06-18,28.527706146240234,28.623631409082858,28.38047301140006,28.382704306437173,141628800
2015-06-19,28.242162704467773,28.51432284182978,28.19754701394067,28.489783701446026,218867600
2015-06-22,28.467472076416016,28.56785821776298,28.34923898043604,28.4407016444665,136157200
2015-06-23,28.338083267211914,28.467471131035477,28.304620653881102,28.438471107204354,121075600
2015-06-24,28.579011917114258,28.956020735183053,28.358161393253585,28.378237939977645,221123600
2015-06-25,28.442935943603516,28.822174408726447,28.442935943603516,28.74632739649364,127752400
2015-06-26,28.275623321533203,28.552244327572282,28.22208415629518,28.480858206595123,176267200
2015-06-29,27.780378341674805,28.21315761039988,27.769225272035214,27.987844499138156,196645600
2015-06-30,27.981157302856445,28.135084328331757,27.854000712848862,28.012388626579046,177482800
2015-07-01,28.242162704467773,28.31801142073924,28.10608263578677,28.30908794223792,120955200
2015-07-02,28.206462860107422,28.262233309165225,28.056996763128446,28.20423156559098,108844000
2015-07-06,28.108306884765625,28.159616447791148,27.851762473596157,27.87184072068582,112241600
2015-07-07,28.039152145385742,28.141769569729256,27.610833793456596,28.083767824846724,187787200
2015-07-08,27.3431396484375,27.804918965307255,27.336447465899855,27.769226757780043,243046400
2015-07-09,26.785438537597656,27.675534671659292,26.595819299290923,27.628687685864417,314380000
2015-07-10,27.501529693603516,27.62868627770291,27.039750340613136,27.202600837011023,245418000
2015-07-13,28.032466888427734,28.054774733668854,27.73353631586235,27.891924229647643,165762000
2015-07-14,28.02130699157715,28.19084964797463,27.89415042477383,28.117232240357136,127072400
2015-07-15,28.29123306274414,28.36485046328007,28.014612114584335,28.04584342960339,134596800
2015-07-16,28.668245315551758,28.68163308494207,28.40947127265685,28.49647305192128,144889600
2015-07-17,28.915863037109375,28.915863037109375,28.623626411510077,28.79540035780856,184658800
2015-07-20,29.46242904663086,29.66320140104194,29.156804519812532,29.21703758771976,235600800
2015-07-21,29.167949676513672,29.652036845843874,29.07202612218513,29.636422887586065,307025600
2015-07-22,27.934310913085938,27.99677356186341,27.213755753021168,27.213755753021168,461802400
2015-07-23,27.920923233032227,28.351469539872234,27.898613687990725,28.15292684325403,203998000
2015-07-24,27.773683547973633,28.050304497921413,27.639834811029807,27.95661055225864,168649200
2015-07-27,27.38776206970215,27.575151736743496,27.24276020711003,27.459148204294163,177822000
2015-07-28,27.52383804321289,27.642072853388193,27.33868140119759,27.52383804321289,134472400
2015-07-29,27.43683433532715,27.55060654742132,27.276215142248162,27.47252824577996,148046800
2015-07-30,27.298526763916016,27.34314245339669,27.151291925066765,27.287371990556117,134513200
2015-07-31,27.05982780456543,27.35875665246164,26.97282602334314,27.349833174646612,171540000
2015-08-03,26.421810150146484,27.34313741374917,26.216573591216193,27.104439944865323,279904000
2015-08-04,25.574100494384766,26.256730339924655,25.26401689121604,26.194267700722214,496554400
2015-08-05,25.743640899658203,26.19872799073188,25.007470254866853,25.19708945065277,397250400
2015-08-06,25.799657821655273,26.106663840240888,25.573326602166386,25.98789560018216,211612000
2015-08-07,25.887054443359375,26.0506420229467,25.658481820450728,25.676409554317274,154681600
2015-08-10,26.828245162963867,26.888749139404773,26.113392450836592,26.113392450836592,219806400
2015-08-11,25.432153701782227,26.48314379074808,25.39629993693712,26.400229288163885,388331200
2015-08-12,25.82431411743164,25.86465067165119,24.56716017221928,25.21702611923066,404870000
2015-08-13,25.804153442382812,26.08426800057263,25.667457401211493,26.003594871039276,194143200
2015-08-14,25.985658645629883,26.06409035438125,25.548680761384396,25.618148602038033,171718000
2015-08-17,26.25456428527832,26.36436865547182,25.88257152752508,26.003581158010494,163538800
2015-08-18,26.106664657592773,26.31731125428901,25.996860280662577,26.09097831803132,138242800
2015-08-19,25.77277374267578,26.111150806013878,25.698823109092043,26.01703275037082,193146000
2015-08-20,25.24390983581543,25.62486473240927,25.015335530113045,25.564360774830757,274006400
2015-08-21,23.699932098388672,25.075854618051384,23.675281881449802,24.746439636853328,513102000
2015-08-24,23.10832405090332,24.38116427748664,20.616425097540755,21.25956853943907,648825200
2015-08-25,23.24725914001465,24.898814636838587,23.193477641585982,24.898814636838587,414406400
2015-08-26,24.580604553222656,24.625422182789382,23.54081981819115,23.997965110757313,387098400
2015-08-27,25.304424285888672,25.37613353297059,24.654558272511903,25.149802236992745,338464400
2015-08-28,25.3873348236084,25.391815902863165,24.99517456601919,25.13635164326541,212657600
2015-08-31,25.268569946289062,25.665211336256274,25.098259847186128,25.104982321810155,224917200
2015-09-01,24.139142990112305,25.071362985786642,24.058469892160893,24.683685546442884,307383600
2015-09-02,25.17445182800293,25.17445182800293,24.455117931311904,24.70162008162507,247555200
2015-09-03,24.73298454284668,25.27304427956988,24.659033922356738,25.208057526080186,212935600
2015-09-04,24.48649024963379,24.750918426214,24.316181851600227,24.419263790310023,199985200
2015-09-08,25.167722702026367,25.223745592350305,24.72178097375906,25.04223197479929,219374400
2015-09-09,24.683691024780273,25.55092445570875,24.598535119330304,25.492661868455215,340043200
2015-09-10,25.225990295410156,25.38509511963697,24.627666158595982,24.710578952953487,251571200
2015-09-11,25.5935001373291,25.5935001373291,25.04447642895034,25.051198903061266,199662000
2015-09-14,25.840002059936523,26.194067201152144,25.73916152298625,26.124599351683436,233453600
2015-09-15,26.057371139526367,26.11339403988128,25.64056062411118,25.978939420966142,173364800
2015-09-16,26.086498260498047,26.115629546628753,25.86912918257928,26.050642791706853,148694000
2015-09-17,25.528514862060547,26.10443021019383,25.483697225582045,25.91843548009313,256450400
2015-09-18,25.42319107055664,25.61367029631348,25.069127645614433,25.1453179681706,297141200
2015-09-21,25.817588806152344,25.853444276933047,25.470247908799738,25.47248759346132,200888000
2015-09-22,25.411985397338867,25.58677655538758,25.21478371364652,25.407502608336912,201384800
2015-09-23,25.618148803710938,25.70778577571087,25.389576149309995,25.46352506975313,143026800
2015-09-24,25.770532608032227,25.88257840198019,25.18117234735185,25.378372329214343,200878000
2015-09-25,25.705543518066406,26.149245574241068,25.5509197893008,26.093222682332716,224607600
2015-09-28,25.196861267089844,25.674175782638905,25.196861267089844,25.51282954930308,208436000
2015-09-29,24.439430236816406,25.436638918856183,24.17052099091989,25.28425655693261,293461600
2015-09-30,24.717308044433594,24.995181193347733,24.365484245585396,24.68817503766251,265892000
2015-10-01,24.555959701538086,24.564923571343716,24.04727077558962,24.441672498620512,255716400
2015-10-02,24.7352294921875,24.87640829038758,24.10105158150218,24.20413350942164,232079200
2015-10-05,24.82486343383789,24.95707834695101,24.44166706073994,24.623180682290823,208258800
2015-10-06,24.943628311157227,25.039987739970822,24.598527140747667,24.79124599837486,192787200
2015-10-07,24.82486343383789,25.04671360569818,24.5178590822946,25.03999113226044,187062400
2015-10-08,24.53802490234375,24.692648620059774,24.248946595592553,24.692648620059774,247918400
2015-10-09,25.125158309936523,25.161012087607297,24.535796131753877,24.6500833605917,211064400
2015-10-12,25.00861930847168,25.266324960425933,24.972765545678314,25.2618438812079,121868800
2015-10-13,25.05119514465332,25.199094681953888,24.8024533817687,24.833826062701636,132197200
2015-10-14,24.69713020324707,24.990689594765872,24.551470349782807,24.939149494263113,177849600
2015-10-15,25.0668888092041,25.120670319419833,24.759882673592674,24.858483533724336,150694000
2015-10-16,24.883132934570312,25.09826067807755,24.76884573312845,25.04896024962485,156930400
2015-10-19,25.037750244140625,25.042231322989416,24.674721308804738,24.82934502917273,119036800
2015-10-20,25.494895935058594,25.584532900665106,24.833826519366045,24.950353377876468,195871200
2015-10-21,25.492664337158203,25.900511035845174,25.479217676757816,25.546445849709382,167180800
2015-10-22,25.88258171081543,25.88258171081543,25.56885310571736,25.620394929783124,166616400
2015-10-23,26.684816360473633,26.71843042757407,26.068564732467987,26.1514774936756,237467600
2015-10-26,25.833284378051758,26.471945219816153,25.75261124965167,26.46074166345609,265335200
2015-10-27,25.66969108581543,26.115632849791773,25.54419863885654,25.860168586232817,279537600
2015-10-28,26.727405548095703,26.734129732523552,26.008071685812876,26.203032001821295,342205600
2015-10-29,27.009763717651367,27.045619198870167,26.503316158378205,26.59967562704942,204909200
2015-10-30,26.77894401550293,27.16438180961009,26.76773875254371,27.112839993554005,197461200
2015-11-02,27.155420303344727,27.195756859950347,26.803596557828087,27.070266110369857,128813200
2015-11-03,27.466907501220703,27.67307136407972,27.04785559133018,27.06802472448119,182076000
2015-11-04,27.339168548583984,27.747015092970628,27.25401437678732,27.592391379490792,179544400
2015-11-05,27.213146209716797,27.611487144117117,27.046609074697137,27.42244355228266,158210800
2015-11-06,27.24464988708496,27.413437990731037,27.145628700506865,27.255903114128582,132169200
2015-11-09,27.134374618530273,27.41343712700554,27.017348959170107,27.222144292300733,135485600
2015-11-10,26.2791805267334,26.57174724647798,26.11939466862718,26.30843822890864,236511600
2015-11-11,26.130643844604492,26.425459790353983,25.928097817486087,26.18915752288337,180872000
2015-11-12,26.042871475219727,26.290426941710237,26.027117992361262,26.16439907884253,130102400
2015-11-13,25.28221321105957,26.00912825649731,25.26645971927618,25.92585881878406,183249600
2015-11-16,25.696304321289062,25.70980682190247,24.98064259975126,25.06616129863884,152426800
2015-11-17,25.586034774780273,25.89210410509022,25.50276533210706,25.86284639217702,110467600
2015-11-18,26.396209716796875,26.441219192006294,25.993368560767326,26.051882252140704,186698800
2015-11-19,26.731534957885742,26.94983451847588,26.276933076812536,26.474977171646167,173183200
2015-11-20,26.848562240600586,26.988092643508082,26.74728834619848,26.826055786065844,137148400
2015-11-23,26.499732971191406,26.94533433204748,26.407461314604493,26.841809448120213,129930000
2015-11-24,26.7540340423584,26.85980817551081,26.357945936384805,26.405206390495255,171212800
2015-11-25,26.562747955322266,26.83280996896848,26.537992227812992,26.828307991056892,85553200
2015-11-27,26.51323890686035,26.648270784440793,26.465978436507857,26.621264065524375,52185600
2015-11-30,26.62350845336914,26.873314961150975,26.499729835278604,26.553741542717557,156721200
2015-12-01,26.407455444335938,26.738280337384804,26.299432040687964,26.72477784117907,139409600
2015-12-02,26.168903350830078,26.580746673425974,26.123893883475812,26.4074566184097,133546400
2015-12-03,25.925857543945312,26.28368929257516,25.70530866982279,26.229677568688263,166278000
2015-12-04,26.787796020507812,26.837307470435537,25.905597310708824,25.946106522740475,231108000
2015-12-07,26.619007110595703,26.9745877701295,26.513232964797563,26.77654369346573,128336800
2015-12-08,26.607759475708008,26.691027181077096,26.29943923103996,26.44797188091549,137238000
2015-12-09,26.02037811279297,26.486233271703043,25.89885045607709,26.474980043173172,185445600
2015-12-10,26.14415168762207,26.31744176954201,25.99561904869208,26.114895700999856,116850800
2015-12-11,25.47124671936035,25.968608724824044,25.396979551716154,25.923599256737276,187544800
2015-12-14,25.313722610473633,25.358732097668245,24.708335220795384,25.246206662679835,257274800
2015-12-15,24.865859985351562,25.385728450194634,24.834353013785456,25.192184643716466,213292400
2015-12-16,25.05715560913086,25.203438974640342,24.485528079849917,24.996392647735327,224954000
2015-12-17,24.526042938232422,25.26195847874722,24.526042938232422,25.21019602660621,179091200
2015-12-18,23.86214256286621,24.64756958850179,23.81263109863098,24.510290142670215,385813200
2015-12-21,24.15470314025879,24.163705378434678,23.7586132455266,24.14344991328859,190362400
2015-12-22,24.132204055786133,24.242478494517847,23.956662945741538,24.170462289243822,131157600
2015-12-23,24.442773818969727,24.496785544116474,24.125451285103782,24.14120477647999,130629600
2015-12-24,24.31224250793457,24.530542102280638,24.29423802825616,24.530542102280638,54281600
2015-12-28,24.03992462158203,24.235719421321342,23.89589225752135,24.213212969373373,106816800
2015-12-29,24.472023010253906,24.627308608515364,24.04892813303589,24.07143286917491,123724800
2015-12-30,24.152454376220703,24.463023895390158,24.12094739820358,24.43601889537635,100855200
2015-12-31,23.6888484954834,24.087187669568237,23.58982559067075,24.082687408895573,163649200
2016-01-04,23.7091064453125,23.713608423784326,22.955186449441953,23.092467603803655,270597600
2016-01-05,23.114973068237305,23.821632614269546,23.047458842063293,23.79912787221154,223164000
2016-01-06,22.662616729736328,23.0384529014461,22.475825855355314,22.63110975251536,273829600
2016-01-07,21.70615005493164,22.534337108884632,21.70164979418796,22.20801411942277,324377600
2016-01-08,21.820926666259766,22.30478625858172,21.775917190369956,22.178758352489098,283192000
2016-01-11,22.17425537109375,22.293532022104593,21.906444365766593,22.273278273971293,198957600
2016-01-12,22.496082305908203,22.660370178573043,22.24402474087501,22.628863197569107,196616800
2016-01-13,21.917699813842773,22.772893639718973,21.897446063656986,22.577098802915323,249758400
2016-01-14,22.397058486938477,22.613108800881438,21.54636659991894,22.045979731534,252680400
2016-01-15,21.859182357788086,21.989712226534987,21.460843219648147,21.64988505686676,319335600
2016-01-19,21.7534122467041,22.201262880477753,21.492352481407988,22.147251166520476,212350800
2016-01-20,21.782670974731445,22.097742493626843,21.024249027026293,21.40233450630044,289337600
2016-01-21,21.672393798828125,22.02797277549586,21.366324558328266,21.843431179047542,208646000
2016-01-22,22.824655532836914,22.833657772379347,22.13825150849246,22.196763490015815,263202000
2016-01-25,22.37905502319336,22.84941043244113,22.327292576954793,22.84715944338687,207178000
2016-01-26,22.50282859802246,22.703123668984357,22.07073148203734,22.489326099710837,300308000
2016-01-27,21.02424430847168,21.74665713553977,21.006239833260953,21.6138779941135,533478800
2016-01-28,21.175033569335938,21.271805503136676,20.79244781263631,21.10751934480162,222715200
2016-01-29,21.906442642211914,21.906442642211914,21.233541274149022,21.332564169235646,257666000
2016-02-01,21.701644897460938,21.76465883566267,21.469842888932693,21.710647133918478,163774000
2016-02-02,21.26280403137207,21.613882790889953,21.217792833355904,21.474350652542302,149428800
2016-02-03,21.683643341064453,21.79391774774974,21.17277880164377,21.379825117012427,183857200
2016-02-04,21.857873916625977,22.023053229116783,21.5388313080044,21.69043312718145,185886800
2016-02-05,21.27408790588379,21.930276903879193,21.199419474643552,21.83976777892845,185672400
2016-02-08,21.49810791015625,21.654234450442047,21.052351696351625,21.072715352177223,216085600
2016-02-09,21.49358367919922,21.708543183823497,21.25373583481821,21.335193919007782,177324800
2016-02-10,21.33066177368164,21.801307972120107,21.292195946026556,21.7040109380806,169374400
2016-02-11,21.20168113708496,21.432479494048906,20.95051913314548,21.22204651037848,200298800
2016-02-12,21.26730728149414,21.382706498346476,21.045561662323756,21.312562722572782,161405600
2016-02-16,21.866926193237305,21.91444310662527,21.40759430416859,21.50036492754937,196231600
2016-02-17,22.201812744140625,22.22217639870214,21.756056558006573,21.87371725688323,179452800
2016-02-18,21.780948638916016,22.376043525950372,21.742481077314288,22.36472923259949,156084000
2016-02-19,21.73116683959961,21.894082983942184,21.676862033591636,21.722115750878505,141496800
2016-02-22,21.921228408813477,21.925754815070707,21.70400751905716,21.79225345157322,137123200
2016-02-23,21.42569351196289,21.835245227539495,21.394015574090567,21.81261837567614,127770400
2016-02-24,21.744739532470703,21.808095418234426,21.115703629076013,21.265043982363427,145022800
2016-02-25,21.89407730102539,21.89407730102539,21.55240612734355,21.733424402142486,110330800
2016-02-26,21.92801856994629,22.179178881360585,21.853348401686738,21.993635925463597,115964400
2016-02-29,21.87823486328125,22.22669386492408,21.869183778344276,21.916700679524943,140865200
2016-03-01,22.747127532958984,22.801432338301602,22.04342136196263,22.09546468989167,201628400
2016-03-02,22.796905517578125,22.828583461581438,22.545743442752926,22.742600717332223,132678400
2016-03-03,22.96660614013672,23.01412304913054,22.729019868849395,22.758436331310968,147822800
2016-03-04,23.30827522277832,23.47571599081362,22.93718934425789,23.163461305615133,184220400
2016-03-07,23.050325393676758,23.26754627006933,22.844417079594944,23.16798605435346,143315600
2016-03-08,22.860261917114258,23.02544125138635,22.717711165909574,22.80369391208277,126247600
2016-03-09,22.880626678466797,22.98471159775455,22.688294085500996,22.923617187232708,108806800
2016-03-10,22.89193344116211,23.13404436573756,22.661136804946963,22.94623995370993,134054400
2016-03-11,23.13857650756836,23.143101188243314,22.966609294506334,23.134050100574946,109632800
2016-03-14,23.197406768798828,23.28565444495634,23.029965957093875,23.059382424585884,100304400
2016-03-15,23.66352653503418,23.799289391840023,23.49834721293617,23.523237271421053,160270800
2016-03-16,23.978046417236328,24.054978075986174,23.665789922427244,23.6703163295999,153214000
2016-03-17,23.93958282470703,24.09118467910416,23.749513411022157,23.876225202599613,137682800
2016-03-18,23.96673011779785,24.09796829371383,23.801552522522893,24.061763944639747,176820800
2016-03-21,23.96446990966797,24.35818273194511,23.790239491580394,23.968994590382625,142010800
2016-03-22,24.147748947143555,24.276723922528895,23.806077732017386,23.81512881948704,129777600
2016-03-23,24.014244079589844,24.2269402884613,23.962202492090338,24.09344065187563,102814000
2016-03-24,23.910167694091797,24.04140590061874,23.733675766985318,23.864913973512262,104532000
2016-03-28,23.80155372619629,24.027825740397013,23.772137259506373,23.984833505276967,77645600
2016-03-29,24.364971160888672,24.38986122117192,23.731408814927196,23.73367201849436,124760400
2016-03-30,24.790361404418945,24.98495547537294,24.573140477234638,24.584454768509033,182404400
2016-03-31,24.661380767822266,24.867289082816846,24.636490713782962,24.826560060417812,103553600
2016-04-01,24.887659072875977,24.88992227645211,24.48263194867367,24.613870134993224,103496000
2016-04-04,25.143348693847656,25.38545969784602,24.951016086537226,24.984957236434276,149424800
2016-04-05,24.846921920776367,25.055093423792876,24.75867599964724,24.77904137254055,106314800
2016-04-06,25.107139587402344,25.111665993901667,24.70890040505678,24.94196200286057,105616400
2016-04-07,24.55956268310547,24.98495341463235,24.464528858985368,24.87860530017105,127207600
2016-04-08,24.586715698242188,24.837876023385373,24.475841178225927,24.6432836967458,94326800
2016-04-11,24.668170928955078,25.027944281096357,24.62518042590393,24.656858365549297,117630000
2016-04-12,24.98948097229004,25.003056740270104,24.58671707657627,24.740580383866106,108929200
2016-04-13,25.35151481628418,25.419395379767877,25.070938022651205,25.070938022651205,133029200
2016-04-14,25.365095138549805,25.430714236790166,25.190866428705064,25.256485526945426,101895600
2016-04-15,24.855976104736328,25.41034347919359,24.82882457258405,25.367351251528262,187756000
